,name,state,location_type,cocoa,area_harvested_cocoa,area_planted_cocoa,coffee,area_planted_coffee,area_harvested_coffee,area_planted_corn,area_harvested_corn,corn,rice,area_planted_rice,area_harvested_rice,area_planted_soy,soy,area_harvested_soy,area_harvested_sugarcane,area_planted_sugarcane,sugarcane
234,Andradina,Sao Paulo,city,0,0,0,0,0,0,1100,1100,4740,0,0,0,30,87,30,40309,44309,2821630
235,Andrelandia,Minas Gerais,microregion,0,0,0,869,515,515,12408,12408,100987,7,4,4,8250,31570,8250,391,391,20170
236,Andrelandia,Minas Gerais,city,0,0,0,576,320,320,1800,1800,16740,0,0,0,1500,5850,1500,170,170,8500
237,Andre da Rocha,Rio Grande do Sul,city,0,0,0,0,0,0,6500,6500,11700,0,0,0,12920,19380,12920,0,0,0
238,Angatuba,Sao Paulo,city,0,0,0,68,38,38,9000,9000,75210,0,0,0,7500,31500,7500,0,0,0
239,Angelim,Pernambuco,city,0,0,0,0,0,0,150,150,5,0,0,0,0,0,0,0,0,0
240,Angelina,Santa Catarina,city,0,0,0,0,0,0,900,900,4612,0,0,0,0,0,0,3,3,105
241,Angelandia,Minas Gerais,city,0,0,0,6801,3435,3435,500,500,1200,7,4,4,0,0,0,22,22,748
242,Angical,Bahia,city,0,0,0,0,0,0,1800,1800,6071,0,0,0,0,0,0,180,180,1884
243,Angical do Piaui,Piaui,city,0,0,0,0,0,0,480,480,960,216,180,180,0,0,0,28,28,1400
244,Angico,Tocantins,city,0,0,0,0,0,0,300,300,484,0,0,0,0,0,0,0,0,0
245,Angicos,Rio Grande do Norte,microregion,0,0,0,0,0,0,1675,1151,1269,0,0,0,0,0,0,0,0,0
246,Angicos,Rio Grande do Norte,city,0,0,0,0,0,0,200,160,56,0,0,0,0,0,0,0,0,0
247,Angra dos Reis,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,688
248,Anguera,Bahia,city,0,0,0,0,0,0,600,600,56,0,0,0,0,0,0,0,0,0
249,Angelica,Mato Grosso do Sul,city,0,0,0,4,4,4,10500,10500,52500,1750,250,250,18135,16767,18135,48200,48200,3303536
250,Anhanguera,Goias,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,400
251,Anhembi,Sao Paulo,city,0,0,0,0,0,0,950,950,3810,0,0,0,0,0,0,13400,13400,1064000
252,Anhumas,Sao Paulo,city,0,0,0,102,90,90,980,980,4798,0,0,0,500,1217,500,7716,7716,577288
253,Anicuns,Goias,microregion,0,0,0,221,78,78,14636,14286,83708,60,20,20,59530,219880,59530,10640,10640,886705
254,Anicuns,Goias,city,0,0,0,0,0,0,3350,3000,17200,0,0,0,3800,13700,3800,7650,7650,656225
255,Anita Garibaldi,Santa Catarina,city,0,0,0,0,0,0,2000,2000,7200,0,0,0,3400,8160,3400,0,0,0
256,Anitapolis,Santa Catarina,city,0,0,0,0,0,0,269,269,1372,3,1,1,0,0,0,5,5,215
257,Anori,Amazonas,city,0,0,0,0,0,0,25,25,75,0,0,0,0,0,0,0,0,0
258,Anta Gorda,Rio Grande do Sul,city,0,0,0,0,0,0,4200,4200,9324,7,4,4,600,900,600,25,25,542
259,Antas,Bahia,city,0,0,0,0,0,0,3800,3800,4560,0,0,0,0,0,0,0,0,0
260,Antonina,Parana,city,0,0,0,0,0,0,5,5,16,715,110,110,0,0,0,58,58,2262
261,Antonina do Norte,Ceara,city,0,0,0,0,0,0,835,835,580,0,0,0,0,0,0,0,0,0
262,Antonio Almeida,Piaui,city,0,0,0,0,0,0,800,800,2250,49,33,33,8278,30195,8278,4,4,160
263,Antonio Cardoso,Bahia,city,0,0,0,0,0,0,1100,1100,160,0,0,0,0,0,0,0,0,0
264,Antonio Carlos,Minas Gerais,city,0,0,0,0,0,0,300,300,2250,0,0,0,130,507,130,4,4,210
265,Antonio Carlos,Santa Catarina,city,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,35,35,1344
266,Antonio Dias,Minas Gerais,city,0,0,0,66,44,44,30,30,63,0,0,0,0,0,0,20,20,800
267,Antonio Goncalves,Bahia,city,0,0,0,2,3,3,400,400,25,0,0,0,0,0,0,5,5,196
268,Antonio Joao,Mato Grosso do Sul,city,0,0,0,0,0,0,22000,21700,117180,0,0,0,47000,84600,47000,0,0,0
269,Antonio Martins,Rio Grande do Norte,city,0,0,0,0,0,0,530,530,223,0,0,0,0,0,0,0,0,0
270,Antonio Olinto,Parana,city,0,0,0,0,0,0,2000,2000,10000,30,15,15,10000,27900,10000,0,0,0
271,Antonio Prado,Rio Grande do Sul,city,0,0,0,0,0,0,1600,1600,3520,0,0,0,0,0,0,6,6,240
272,Antonio Prado de Minas,Minas Gerais,city,0,0,0,60,47,47,6,6,22,0,0,0,0,0,0,3,3,165
273,Anapolis,Goias,microregion,0,0,0,648,243,243,29190,26990,151185,128,65,65,45740,161543,45740,9970,9970,804001
274,Anapolis,Goias,city,0,0,0,96,40,40,1650,1650,7380,13,5,5,4765,16678,4765,0,0,0
275,Anisio de Abreu,Piaui,city,0,0,0,0,0,0,3005,2855,1644,0,0,0,0,0,0,0,0,0
276,Aparecida,Paraiba,city,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0
277,Aparecida,Sao Paulo,city,0,0,0,0,0,0,50,50,300,1716,260,260,0,0,0,0,0,0
278,Aparecida d'Oeste,Sao Paulo,city,0,0,0,0,0,0,100,100,360,0,0,0,0,0,0,1320,1320,112200
279,Aparecida de Goiania,Goias,city,0,0,0,0,0,0,50,50,220,0,0,0,0,0,0,5,5,260
280,Aparecida do Rio Doce,Goias,city,0,0,0,0,0,0,500,500,2884,0,0,0,3000,9000,3000,0,0,0
281,Aparecida do Rio Negro,Tocantins,city,0,0,0,0,0,0,15400,15400,69700,780,300,300,31750,100573,31750,0,0,0
282,Aparecida do Taboado,Mato Grosso do Sul,city,0,0,0,0,0,0,0,0,0,0,0,0,4067,5866,4067,22900,22900,877783
283,Aperibe,Rio de Janeiro,city,0,0,0,0,0,0,15,15,30,0,0,0,0,0,0,0,0,0
284,Apiaca,Espirito Santo,city,0,0,0,2748,1613,1613,47,47,89,0,0,0,0,0,0,0,0,0
285,Apiacas,Mato Grosso,city,0,0,0,2,8,8,400,400,2040,1200,400,400,1220,4392,1220,0,0,0
286,Apiai,Sao Paulo,city,0,0,0,0,0,0,4500,4500,32400,6,2,2,2000,6000,2000,0,0,0
287,Apicum-Acu,Maranhao,city,0,0,0,0,0,0,75,75,73,3,4,4,0,0,0,0,0,0
288,Apiuna,Santa Catarina,city,0,0,0,0,0,0,428,428,1812,315,42,42,0,0,0,12,12,333
289,Apodi,Rio Grande do Norte,city,0,0,0,0,0,0,3200,3200,1615,1210,320,320,0,0,0,0,0,0
290,Apora,Bahia,city,0,0,0,0,0,0,1800,1800,3418,0,0,0,0,0,0,0,0,0
291,Apore,Goias,city,0,0,0,0,0,0,2000,2000,11546,0,0,0,12000,34800,12000,17700,17700,1593000
292,Apuarema,Bahia,city,750,2090,2090,0,0,0,0,0,0,0,0,0,0,0,0,20,20,187
293,Apucarana,Parana,microregion,0,0,0,1866,2177,2177,46900,46900,204085,25,16,16,101050,328138,101050,2295,2295,215748
294,Apucarana,Parana,city,0,0,0,1100,1310,1310,11000,11000,54700,12,8,8,21500,67725,21500,5,5,450
295,Apuiares,Ceara,city,0,0,0,0,0,0,2898,2898,1739,0,0,0,0,0,0,0,0,0
296,Apui,Amazonas,city,30,50,50,288,180,180,640,640,1400,0,0,0,0,0,0,7,7,360
297,Aquidaba,Sergipe,city,0,0,0,0,0,0,903,903,4678,0,0,0,0,0,0,0,0,0
298,Aquidauana,Mato Grosso do Sul,microregion,0,0,0,0,0,0,24197,24097,102209,14700,2800,2800,48160,117223,47460,44,44,1860
299,Aquidauana,Mato Grosso do Sul,city,0,0,0,0,0,0,150,50,165,0,0,0,270,567,270,16,16,640
300,Aquiraz,Ceara,city,0,0,0,0,0,0,300,300,120,0,0,0,0,0,0,270,270,14040
301,Arabuta,Santa Catarina,city,0,0,0,0,0,0,700,700,3150,3,1,1,50,135,50,20,20,800
302,Aracaju,Sergipe,microregion,0,0,0,0,0,0,139,139,132,0,0,0,0,0,0,697,739,42202
303,Aracaju,Sergipe,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Aracati,Ceara,city,0,0,0,0,0,0,1080,1080,1011,0,0,0,0,0,0,6,6,230
305,Aracatu,Bahia,city,0,0,0,0,0,0,500,500,67,0,0,0,0,0,0,0,0,0
306,Araci,Bahia,city,0,0,0,0,0,0,3560,3560,577,0,0,0,0,0,0,0,0,0
307,Aracitaba,Minas Gerais,city,0,0,0,0,0,0,45,45,140,0,0,0,0,0,0,30,30,1800
308,Aracoiaba,Ceara,city,0,0,0,0,0,0,3136,3136,2885,26,13,13,0,0,0,23,23,690
309,Aracruz,Espirito Santo,city,97,100,100,14296,5391,5391,112,112,268,0,0,0,0,0,0,150,150,6667
310,Aragarcas,Goias,microregion,0,0,0,0,0,0,7800,7800,40440,0,0,0,126000,443540,126000,7146,7146,357300
311,Aragarcas,Goias,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,846,42300
312,Aragoiania,Goias,city,0,0,0,0,0,0,210,210,1260,0,0,0,600,1700,600,19,19,1520
313,Aragominas,Tocantins,city,0,0,0,0,0,0,850,850,2012,42,22,22,400,1200,400,5,5,144
314,Araguacema,Tocantins,city,0,0,0,0,0,0,22150,22150,106061,1485,550,550,31570,113652,31570,0,0,0
315,Araguaiana,Mato Grosso,city,0,0,0,0,0,0,3564,3564,21384,0,0,0,8750,34125,8750,0,0,0
316,Araguainha,Mato Grosso,city,0,0,0,0,0,0,530,340,2244,0,0,0,1300,5070,1300,25,25,1125
317,Araguana,Maranhao,city,0,0,0,0,0,0,114,114,80,95,100,100,0,0,0,0,0,0
318,Araguana,Tocantins,city,0,0,0,0,0,0,350,350,945,0,0,0,0,0,0,0,0,0
319,Araguapaz,Goias,city,0,0,0,0,0,0,200,200,960,0,0,0,4000,14400,4000,0,0,0
320,Araguari,Minas Gerais,city,0,0,0,24278,12645,12645,24000,24000,183180,0,0,0,33000,138600,33000,20,20,1200
321,Araguatins,Tocantins,city,0,0,0,0,0,0,220,220,380,250,200,200,0,0,0,3,3,45
322,Araguacu,Tocantins,city,0,0,0,0,0,0,4150,4150,19420,120,32,32,15636,52285,15636,20,20,800
323,Araguaina,Tocantins,microregion,0,0,0,0,0,0,15796,15796,48664,585,258,258,43080,104386,43080,63,63,2206
324,Araguaina,Tocantins,city,0,0,0,0,0,0,1040,1040,3063,16,8,8,7064,15979,7064,5,5,201
325,Araioses,Maranhao,city,0,0,0,0,0,0,178,178,165,30,24,24,0,0,0,0,0,0
326,Aral Moreira,Mato Grosso do Sul,city,0,0,0,0,0,0,90000,90000,594000,0,0,0,115000,207000,115000,0,0,0
327,Aramari,Bahia,city,0,0,0,0,0,0,140,140,289,0,0,0,0,0,0,0,0,0
328,Arambare,Rio Grande do Sul,city,0,0,0,0,0,0,78,78,328,122319,14092,14092,10446,28831,10446,0,0,0
329,Arame,Maranhao,city,0,0,0,0,0,0,1570,1570,2640,980,867,867,0,0,0,0,0,0
330,Aramina,Sao Paulo,city,0,0,0,0,0,0,216,216,1172,0,0,0,2243,8079,2243,11700,11700,760500
331,Arandu,Sao Paulo,city,0,0,0,1980,1100,1100,500,500,2401,0,0,0,6400,26000,6400,50,50,2500
332,Arantina,Minas Gerais,city,0,0,0,0,0,0,25,25,150,0,0,0,0,0,0,10,10,750
333,Arapei,Sao Paulo,city,0,0,0,0,0,0,25,25,108,0,0,0,0,0,0,59,59,3835
334,Arapiraca,Alagoas,microregion,0,0,0,0,0,0,12390,6607,17403,0,0,0,700,2200,650,5420,5420,359507
335,Arapiraca,Alagoas,city,0,0,0,0,0,0,500,450,1755,0,0,0,0,0,0,50,50,2126
336,Arapoema,Tocantins,city,0,0,0,0,0,0,800,800,2484,0,0,0,540,1339,540,0,0,0
337,Araponga,Minas Gerais,city,0,0,0,6086,4830,4830,600,600,1908,0,0,0,0,0,0,15,15,675
338,Arapongas,Parana,city,0,0,0,48,80,80,10400,10400,48000,0,0,0,21650,72528,21650,22,22,1782
339,Arapora,Minas Gerais,city,0,0,0,0,0,0,566,566,2695,0,0,0,4710,18355,4710,10607,10607,884860
340,Arapoti,Parana,city,0,0,0,126,90,90,6600,6600,53950,8,5,5,33300,131202,33300,4,4,200
341,Araputanga,Mato Grosso,city,0,0,0,0,0,0,2600,2600,15600,0,0,0,1700,5865,1700,5,5,225
342,Arapua,Minas Gerais,city,0,0,0,855,750,750,150,150,1350,0,0,0,0,0,0,0,0,0
343,Arapua,Parana,city,0,0,0,10,12,12,7250,7250,38890,2,1,1,12000,20820,12000,300,300,14889
344,Araquari,Santa Catarina,city,0,0,0,0,0,0,40,40,294,18713,2393,2393,0,0,0,0,0,0
345,Arara,Paraiba,city,0,0,0,0,0,0,1200,1200,600,0,0,0,0,0,0,0,0,0
346,Ararangua,Santa Catarina,microregion,0,0,0,0,0,0,8075,7975,65174,494241,58707,58707,2930,7877,2930,85,85,2355
347,Ararangua,Santa Catarina,city,0,0,0,0,0,0,950,950,6555,45500,5527,5527,500,1200,500,0,0,0
348,Araraquara,Sao Paulo,macroregion,0,0,0,2398,2369,2369,14930,14930,90576,54,15,15,22010,73825,22010,418680,418680,31922400
349,Araraquara,Sao Paulo,microregion,0,0,0,836,539,539,8990,8990,49209,0,0,0,18660,62345,18660,300280,300280,21988400
350,Araraquara,Sao Paulo,city,0,0,0,23,15,15,1300,1300,7100,0,0,0,1500,4800,1500,42000,42000,3360000
351,Araras,Sao Paulo,city,0,0,0,320,218,218,1800,1800,9720,0,0,0,4000,10800,4000,34000,34000,2550000
352,Ararenda,Ceara,city,0,0,0,0,0,0,1950,1950,1755,0,0,0,0,0,0,7,7,213
353,Arari,Maranhao,city,0,0,0,0,0,0,370,370,370,16200,3200,3200,0,0,0,0,0,0
354,Arari,Para,microregion,0,0,0,0,0,0,0,0,0,37440,10800,10800,0,0,0,0,0,0
355,Ararica,Rio Grande do Sul,city,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,5,5,90
356,Araripe,Ceara,city,0,0,0,0,0,0,4000,4000,5520,36,30,30,0,0,0,1,1,30
357,Araripina,Pernambuco,microregion,0,0,0,12,30,30,63620,31269,17941,0,0,0,0,0,0,0,0,0
358,Araripina,Pernambuco,city,0,0,0,0,0,0,16000,11000,10010,0,0,0,0,0,0,0,0,0
359,Araruama,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,3700,229210
360,Araruna,Paraiba,city,0,0,0,0,0,0,1300,1300,780,0,0,0,0,0,0,0,0,0
361,Araruna,Parana,city,0,0,0,41,70,70,7520,7520,26827,0,0,0,29000,27550,29000,285,285,8550
362,Arataca,Bahia,city,1335,8900,8900,1105,550,550,0,0,0,0,0,0,0,0,0,0,0,0
363,Aratiba,Rio Grande do Sul,city,0,0,0,0,0,0,1500,1500,3600,0,0,0,1500,2250,1500,50,50,1750
364,Aratuba,Ceara,city,0,0,0,8,27,27,1226,1226,612,0,0,0,0,0,0,71,71,3550
365,Aratuipe,Bahia,city,40,62,62,0,0,0,2,2,3,0,0,0,0,0,0,20,20,724
366,Araucaria,Parana,city,0,0,0,0,0,0,5100,5100,46410,0,0,0,17100,61218,17100,0,0,0
367,Araua,Sergipe,city,0,0,0,0,0,0,200,200,840,0,0,0,0,0,0,0,0,0
368,Araxa,Minas Gerais,microregion,0,0,0,48198,32166,32166,125150,125150,952171,0,0,0,219350,854847,219350,65710,65710,5260300
369,Araxa,Minas Gerais,city,0,0,0,3668,3403,3403,4500,4500,27270,0,0,0,13000,46800,13000,2600,2600,187200
370,Aracagi,Paraiba,city,0,0,0,0,0,0,600,600,480,0,0,0,0,0,0,350,350,17500
371,Aracariguama,Sao Paulo,city,0,0,0,0,0,0,150,150,540,0,0,0,0,0,0,0,0,0
372,Aracatuba,Sao Paulo,macroregion,0,0,0,784,802,802,25957,25957,129287,0,0,0,67714,205747,67714,563111,567516,41044510
373,Aracatuba,Sao Paulo,microregion,0,0,0,44,37,37,7353,7353,33169,0,0,0,22869,73649,22869,210726,210726,15098320
374,Aracatuba,Sao Paulo,city,0,0,0,44,37,37,3660,3660,12510,0,0,0,7200,21680,7200,31783,31783,2224810
375,Aracai,Minas Gerais,city,0,0,0,0,0,0,30,30,162,0,0,0,0,0,0,0,0,0
376,Aracoiaba,Pernambuco,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,1237,72216
377,Aracoiaba da Serra,Sao Paulo,city,0,0,0,4,4,4,1450,1450,8475,0,0,0,1000,3400,1000,200,200,16000
378,Aracu,Goias,city,0,0,0,0,0,0,270,270,2050,0,0,0,800,2800,800,0,0,0
379,Aracuai,Minas Gerais,microregion,0,0,0,1664,1520,1520,3810,3640,4456,18,18,18,0,0,0,995,995,33055
380,Aracuai,Minas Gerais,city,0,0,0,0,0,0,1000,850,842,0,0,0,0,0,0,225,225,6750
381,Aracas,Bahia,city,0,0,0,0,0,0,70,70,104,0,0,0,0,0,0,4,4,128
382,Araujos,Minas Gerais,city,0,0,0,0,0,0,40,40,240,0,0,0,100,354,100,25,25,1250
383,Arceburgo,Minas Gerais,city,0,0,0,1359,1470,1470,500,500,2610,0,0,0,280,1093,280,550,550,39600
384,Arco-Iris,Sao Paulo,city,0,0,0,33,29,29,250,250,750,0,0,0,0,0,0,3000,3000,195000
385,Arcos,Minas Gerais,city,0,0,0,0,0,0,4000,4000,29500,1100,200,200,4700,20680,4700,3400,3400,238000
386,Arcoverde,Pernambuco,city,0,0,0,0,0,0,260,130,112,0,0,0,0,0,0,0,0,0
387,Areado,Minas Gerais,city,0,0,0,2360,2600,2600,1500,1500,11700,0,0,0,1200,4680,1200,1600,1600,136000
388,Areal,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Arealva,Sao Paulo,city,0,0,0,8,5,5,100,100,620,0,0,0,1236,4044,1236,8881,8881,666075
390,Areia,Paraiba,city,0,0,0,0,0,0,480,480,576,0,0,0,0,0,0,750,750,37500
391,Areia Branca,Rio Grande do Norte,city,0,0,0,0,0,0,90,72,178,0,0,0,0,0,0,0,0,0
392,Areia Branca,Sergipe,city,0,0,0,0,0,0,10,10,32,0,0,0,0,0,0,1014,1014,66924
393,Areia de Baraunas,Paraiba,city,0,0,0,0,0,0,210,210,105,0,0,0,0,0,0,0,0,0
394,Areial,Paraiba,city,0,0,0,0,0,0,600,435,240,0,0,0,0,0,0,0,0,0
395,Areias,Sao Paulo,city,0,0,0,0,0,0,60,60,270,12,2,2,0,0,0,30,30,1800
396,Areiopolis,Sao Paulo,city,0,0,0,99,75,75,80,80,360,0,0,0,0,0,0,7000,7000,630000
397,Arenapolis,Mato Grosso,city,0,0,0,0,0,0,4000,4000,19200,0,0,0,5000,16500,5000,1000,1000,70000
398,Arenopolis,Goias,city,0,0,0,0,0,0,0,0,0,0,0,0,9000,33480,9000,0,0,0
399,Argirita,Minas Gerais,city,0,0,0,0,0,0,20,20,72,0,0,0,0,0,0,2,2,140
400,Aricanduva,Minas Gerais,city,0,0,0,978,815,815,550,550,1020,4,4,4,0,0,0,40,40,1600
401,Arinos,Mato Grosso,microregion,0,0,0,305,275,275,534200,534200,3103580,59691,18300,18300,799600,2642680,799600,4575,4575,296725
402,Arinos,Minas Gerais,city,0,0,0,0,0,0,5200,5200,41040,0,0,0,8000,30000,8000,380,380,19000
403,Aripuana,Mato Grosso,microregion,433,674,674,7986,10075,10075,166094,166094,994224,8901,3345,3345,294008,1056908,294008,1405,1405,74168
404,Aripuana,Mato Grosso,city,21,50,50,559,1360,1360,5515,5515,32715,0,0,0,4200,14616,4200,135,135,8168
405,Ariquemes,Rondonia,microregion,926,1167,1167,5209,1810,1810,22365,22365,111436,11982,3266,3266,81376,299685,81376,80,80,2801
406,Ariquemes,Rondonia,city,219,255,255,227,165,165,2400,2400,11400,3120,800,800,9191,31732,9191,20,20,721
407,Ariranha,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,400,1440,400,8600,8600,533200
408,Ariranha do Ivai,Parana,city,0,0,0,5,6,6,8150,8150,39994,2,1,1,14200,23288,14200,0,0,0
409,Armazem,Santa Catarina,city,0,0,0,0,0,0,250,250,1200,0,0,0,0,0,0,20,20,1400
410,Armacao dos Buzios,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Arneiroz,Ceara,city,0,0,0,0,0,0,2178,2178,1045,0,0,0,0,0,0,0,0,0
412,Aroazes,Piaui,city,0,0,0,0,0,0,500,500,240,150,100,100,0,0,0,0,0,0
413,Aroeiras,Paraiba,city,0,0,0,0,0,0,350,250,90,0,0,0,0,0,0,0,0,0
414,Aroeiras do Itaim,Piaui,city,0,0,0,0,0,0,2000,2000,480,0,0,0,0,0,0,0,0,0
415,Arraial,Piaui,city,0,0,0,0,0,0,610,610,935,218,190,190,0,0,0,0,0,0
416,Arraial do Cabo,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Arraias,Tocantins,city,0,0,0,0,0,0,600,600,1860,330,150,150,0,0,0,25,25,1314
418,Arroio Grande,Rio Grande do Sul,city,0,0,0,0,0,0,1150,1150,4830,275283,33777,33777,48400,124872,48400,0,0,0
419,Arroio Trinta,Santa Catarina,city,0,0,0,0,0,0,1450,1450,10440,0,0,0,250,875,250,0,0,0
420,Arroio do Meio,Rio Grande do Sul,city,0,0,0,0,0,0,1200,1200,2160,0,0,0,840,1193,840,40,40,2000
421,Arroio do Padre,Rio Grande do Sul,city,0,0,0,0,0,0,450,450,1944,0,0,0,600,1632,600,0,0,0
422,Arroio do Sal,Rio Grande do Sul,city,0,0,0,0,0,0,1,1,2,0,0,0,300,750,300,0,0,0
423,Arroio do Tigre,Rio Grande do Sul,city,0,0,0,0,0,0,4400,4400,7200,0,0,0,9300,14843,8835,12,12,360
424,Arroio dos Ratos,Rio Grande do Sul,city,0,0,0,0,0,0,450,450,900,0,0,0,4500,10800,4500,0,0,0
425,Artur Nogueira,Sao Paulo,city,0,0,0,0,0,0,1800,1800,10800,0,0,0,100,300,100,4000,4000,360000
426,Aruana,Goias,city,0,0,0,0,0,0,650,650,3295,0,0,0,10200,36720,10200,0,0,0
427,Aruja,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Arvoredo,Santa Catarina,city,0,0,0,0,0,0,400,400,1200,0,0,0,100,150,100,45,45,2025
429,Arvorezinha,Rio Grande do Sul,city,0,0,0,0,0,0,1600,1600,3174,2,1,1,1800,4338,1800,20,20,500
430,Ares,Rio Grande do Norte,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,7800,546000
431,Ascurra,Santa Catarina,city,0,0,0,0,0,0,30,30,120,4170,530,530,0,0,0,35,35,1400
432,Aspasia,Sao Paulo,city,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1000,1000,90000
433,Assare,Ceara,city,0,0,0,0,0,0,6050,6050,9075,64,50,50,0,0,0,0,0,0
434,Assai,Parana,microregion,0,0,0,1653,1423,1423,43255,43255,199453,51,23,23,108090,365248,108090,1163,1163,88260
435,Assai,Parana,city,0,0,0,275,200,200,5400,5400,13374,6,3,3,27000,85239,27000,243,243,21870
436,Assis,Sao Paulo,macroregion,0,0,0,27514,17437,17420,228106,226106,1047296,2149,375,375,292892,1008718,292892,335625,337675,26852772
437,Assis,Sao Paulo,microregion,0,0,0,425,401,391,161896,159896,741534,2149,375,375,184127,657269,184127,235650,235650,19053457
438,Assis,Sao Paulo,city,0,0,0,5,4,4,8400,8400,43080,0,0,0,9200,32200,9200,11000,11000,935000
439,Assis Brasil,Acre,city,0,0,0,57,45,40,550,550,1100,256,200,200,0,0,0,15,15,390
440,Assis Chateaubriand,Parana,city,0,0,0,15,10,10,70762,68362,410029,0,0,0,71088,42511,65401,50,50,3000
441,Assuncao,Paraiba,city,0,0,0,0,0,0,250,250,75,0,0,0,0,0,0,0,0,0
442,Assuncao do Piaui,Piaui,city,0,0,0,0,0,0,2106,2106,882,0,0,0,0,0,0,5,5,250
443,Astolfo Dutra,Minas Gerais,city,0,0,0,5,8,8,35,35,109,0,0,0,0,0,0,0,0,0
444,Astorga,Parana,microregion,0,0,0,365,283,283,118805,118745,408305,0,0,0,150180,281944,148762,98177,98177,6663283
445,Astorga,Parana,city,0,0,0,238,154,154,23715,23715,76445,0,0,0,25700,89950,25700,1931,1931,139847
446,Atalaia,Alagoas,city,0,0,0,0,0,0,30,30,34,0,0,0,250,80,30,12500,12500,742508
447,Atalaia,Parana,city,0,0,0,2,2,2,6673,6673,26688,0,0,0,7000,7590,6900,1074,1074,43654
448,Atalaia do Norte,Amazonas,city,0,0,0,0,0,0,25,25,75,0,0,0,0,0,0,2,2,60
449,Atalanta,Santa Catarina,city,0,0,0,0,0,0,800,800,4560,0,0,0,1250,2880,1200,4,4,120
450,Ataleia,Minas Gerais,city,0,0,0,65,74,74,100,100,174,6,4,4,0,0,0,40,40,1800
451,Atibaia,Sao Paulo,city,0,0,0,2,1,1,1100,1100,5050,0,0,0,1000,3000,1000,50,50,3500
452,Atilio Vivacqua,Espirito Santo,city,0,0,0,2947,1330,1330,3,3,3,0,0,0,0,0,0,0,0,0
453,Augustinopolis,Tocantins,city,0,0,0,0,0,0,80,80,160,18,20,20,0,0,0,1,1,7
454,Augusto Correa,Para,city,0,0,0,0,0,0,70,70,51,25,25,25,0,0,0,0,0,0
455,Augusto Pestana,Rio Grande do Sul,city,0,0,0,0,0,0,100,0,0,0,0,0,19120,10416,17120,20,20,200
456,Augusto de Lima,Minas Gerais,city,0,0,0,0,0,0,300,300,1710,0,0,0,0,0,0,450,450,21600
457,Aurelino Leal,Bahia,city,1075,5000,5000,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0
458,Auriflama,Sao Paulo,microregion,0,0,0,0,0,0,3886,3886,17223,0,0,0,6100,17775,6100,61343,61843,4322060
459,Auriflama,Sao Paulo,city,0,0,0,0,0,0,600,600,2430,0,0,0,280,840,280,6800,7300,476000
460,Aurilandia,Goias,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Aurora,Ceara,city,0,0,0,0,0,0,2410,2410,4338,14,6,6,0,0,0,13,13,607
462,Aurora,Santa Catarina,city,0,0,0,0,0,0,1800,1800,10800,0,0,0,700,2730,700,7,7,350
463,Aurora do Para,Para,city,8,10,10,0,0,0,850,850,3082,88,35,35,0,0,0,0,0,0
464,Aurora do Tocantins,Tocantins,city,0,0,0,0,0,0,140,140,490,33,15,15,0,0,0,20,20,1182
465,Autazes,Amazonas,city,17,40,40,6,6,6,50,30,90,0,0,0,0,0,0,0,0,0
466,Avanhandava,Sao Paulo,city,0,0,0,0,0,0,80,80,240,0,0,0,350,1260,350,15852,15852,1188900
467,Avare,Sao Paulo,microregion,0,0,0,4332,2714,2714,51650,51650,397615,0,0,0,82000,328110,82000,47327,47327,3307071
468,Avare,Sao Paulo,city,0,0,0,120,100,100,8500,8500,68400,0,0,0,13500,51300,13500,12000,12000,720000
469,Avai,Sao Paulo,city,0,0,0,48,40,40,45,45,174,0,0,0,0,0,0,1595,1595,135575
470,Aveiro,Para,city,325,551,551,0,0,0,100,100,130,36,30,30,0,0,0,8,8,160
471,Avelino Lopes,Piaui,city,0,0,0,0,0,0,1400,1400,420,0,0,0,0,0,0,0,0,0
472,Avelinopolis,Goias,city,0,0,0,211,74,74,1000,1000,6550,0,0,0,900,3400,900,1270,1270,107800
